index, date, isRise20Pct, isRise40Pct, refMax, refMin, v_scale
58, 05/30/2012, 0, 0, 18801.0, 18650.0, 0.838888888889
59, 05/31/2012, 1, 0, 18435.0, 18136.0, 1.66111111111
60, 06/01/2012, 0, 0, 18528.0, 18253.0, 1.52777777778
61, 06/04/2012, 0, 0, 18064.0, 17869.0, 1.08333333333
62, 06/05/2012, 0, 0, 18210.0, 18062.0, 0.822222222222
63, 06/06/2012, 1, 1, 18436.0, 18235.0, 1.11666666667
64, 06/07/2012, 0, 0, 18752.0, 18536.0, 1.2
65, 06/08/2012, 0, 0, 18600.0, 18386.0, 1.18888888889
66, 06/11/2012, 1, 1, 18958.0, 18782.0, 0.977777777778
67, 06/12/2012, 0, 0, 18807.0, 18626.0, 1.00555555556
68, 06/13/2012, 1, 1, 18880.0, 18721.0, 0.883333333333
69, 06/14/2012, 0, 0, 18937.0, 18819.0, 0.655555555556
70, 06/15/2012, 1, 1, 19158.0, 18877.0, 1.56111111111
71, 06/18/2012, 0, 0, 19624.0, 19426.0, 1.1
72, 06/19/2012, 0, 0, 19489.0, 19351.0, 0.766666666667
73, 06/20/2012, 1, 0, 19594.0, 19477.0, 0.65
74, 06/21/2012, 0, 0, 19558.0, 19313.0, 1.36111111111
75, 06/22/2012, 1, 0, 19102.0, 18977.0, 0.694444444444
76, 06/25/2012, 1, 0, 19084.0, 18858.0, 1.25555555556
77, 06/26/2012, 1, 1, 19020.0, 18863.0, 0.872222222222
78, 06/27/2012, 0, 0, 19230.0, 18923.0, 1.70555555556
79, 06/28/2012, 0, 0, 19337.0, 19169.0, 0.933333333333
80, 06/29/2012, 0, 0, 19546.0, 19023.0, 2.90555555556
81, 07/03/2012, 0, 0, 19782.0, 19635.0, 0.816666666667
82, 07/04/2012, 0, 0, 19846.0, 19725.0, 0.672222222222
83, 07/05/2012, 0, 0, 19900.0, 19626.0, 1.52222222222
84, 07/06/2012, 1, 0, 19856.0, 19707.0, 0.827777777778
85, 07/09/2012, 0, 0, 19758.0, 19454.0, 1.68888888889
86, 07/10/2012, 0, 0, 19536.0, 19375.0, 0.894444444444
87, 07/11/2012, 1, 0, 19414.0, 19252.0, 0.9
88, 07/12/2012, 0, 0, 19388.0, 19013.0, 2.08333333333
89, 07/13/2012, 0, 0, 19176.0, 19020.0, 0.866666666667
90, 07/16/2012, 0, 0, 19230.0, 19043.0, 1.03888888889
91, 07/17/2012, 0, 0, 19499.0, 19129.0, 2.05555555556
92, 07/18/2012, 0, 0, 19443.0, 19124.0, 1.77222222222
93, 07/19/2012, 0, 0, 19620.0, 19386.0, 1.3
94, 07/20/2012, 1, 1, 19658.0, 19512.0, 0.811111111111
95, 07/23/2012, 0, 0, 19278.0, 19072.0, 1.14444444444
96, 07/25/2012, 0, 0, 18865.0, 18662.0, 1.12777777778
97, 07/26/2012, 0, 0, 18940.0, 18789.0, 0.838888888889
98, 07/27/2012, 0, 0, 19343.0, 19137.0, 1.14444444444
99, 07/30/2012, 0, 0, 19579.0, 19489.0, 0.5
100, 07/31/2012, 1, 0, 19820.0, 19545.0, 1.52777777778
101, 08/01/2012, 0, 0, 19880.0, 19610.0, 1.5
102, 08/02/2012, 0, 0, 19789.0, 19623.0, 0.922222222222
103, 08/03/2012, 1, 1, 19563.0, 19400.0, 0.905555555556
104, 08/06/2012, 0, 0, 20087.0, 19976.0, 0.616666666667
105, 08/07/2012, 0, 0, 20090.0, 19974.0, 0.644444444444
106, 08/08/2012, 1, 0, 20197.0, 19957.0, 1.33333333333
107, 08/09/2012, 0, 0, 20279.0, 20125.0, 0.855555555556
108, 08/10/2012, 1, 1, 20208.0, 20055.0, 0.85
109, 08/13/2012, 0, 0, 20195.0, 20024.0, 0.95
110, 08/14/2012, 1, 0, 20311.0, 20094.0, 1.20555555556
111, 08/15/2012, 0, 0, 20144.0, 20032.0, 0.622222222222
112, 08/16/2012, 0, 0, 20177.0, 19967.0, 1.16666666667
113, 08/17/2012, 0, 0, 20173.0, 20033.0, 0.777777777778
114, 08/20/2012, 0, 0, 20134.0, 19900.0, 1.3
115, 08/21/2012, 1, 0, 20170.0, 19988.0, 1.01111111111
116, 08/22/2012, 0, 0, 20015.0, 19856.0, 0.883333333333
117, 08/23/2012, 0, 0, 20146.0, 19955.0, 1.06111111111
118, 08/24/2012, 1, 0, 19936.0, 19830.0, 0.588888888889
119, 08/27/2012, 0, 0, 20010.0, 19771.0, 1.32777777778
120, 08/28/2012, 0, 0, 19845.0, 19738.0, 0.594444444444
121, 08/29/2012, 0, 0, 19856.0, 19767.0, 0.494444444444
122, 08/30/2012, 0, 0, 19650.0, 19539.0, 0.616666666667
123, 08/31/2012, 0, 0, 19461.0, 19384.0, 0.427777777778
124, 09/03/2012, 0, 0, 19533.0, 19275.0, 1.43333333333
125, 09/04/2012, 0, 0, 19474.0, 19386.0, 0.488888888889
126, 09/05/2012, 0, 0, 19270.0, 19032.0, 1.32222222222
127, 09/06/2012, 0, 0, 19168.0, 19031.0, 0.761111111111
128, 09/07/2012, 1, 0, 19748.0, 19438.0, 1.72222222222
129, 09/10/2012, 0, 0, 19948.0, 19787.0, 0.894444444444
130, 09/11/2012, 0, 0, 19928.0, 19681.0, 1.37222222222
131, 09/12/2012, 0, 0, 20144.0, 20034.0, 0.611111111111
132, 09/13/2012, 0, 0, 20179.0, 20050.0, 0.716666666667
133, 09/14/2012, 0, 0, 20679.0, 20492.0, 1.03888888889
134, 09/17/2012, 1, 1, 20750.0, 20637.0, 0.627777777778
135, 09/18/2012, 0, 0, 20750.0, 20658.0, 0.511111111111
136, 09/19/2012, 0, 0, 20936.0, 20666.0, 1.5
137, 09/20/2012, 0, 0, 20874.0, 20638.0, 1.31111111111
138, 09/21/2012, 0, 0, 20851.0, 20717.0, 0.744444444444
139, 09/24/2012, 0, 0, 20814.0, 20531.0, 1.57222222222
140, 09/25/2012, 1, 0, 20803.0, 20689.0, 0.633333333333
141, 09/26/2012, 0, 0, 20594.0, 20524.0, 0.388888888889
142, 09/27/2012, 0, 0, 20725.0, 20473.0, 1.4
143, 09/28/2012, 1, 0, 20887.0, 20705.0, 1.01111111111
144, 10/03/2012, 1, 1, 21015.0, 20778.0, 1.31666666667
145, 10/04/2012, 0, 0, 20930.0, 20819.0, 0.616666666667
146, 10/05/2012, 0, 0, 21024.0, 20909.0, 0.638888888889
147, 10/08/2012, 0, 0, 20994.0, 20845.0, 0.827777777778
148, 10/09/2012, 0, 0, 21096.0, 20900.0, 1.08888888889
149, 10/10/2012, 1, 0, 20899.0, 20735.0, 0.911111111111
150, 10/11/2012, 1, 0, 20985.0, 20769.0, 1.2
151, 10/12/2012, 0, 0, 21224.0, 20980.0, 1.35555555556
152, 10/15/2012, 0, 0, 21155.0, 21058.0, 0.538888888889
153, 10/16/2012, 0, 0, 21291.0, 21108.0, 1.01666666667
154, 10/17/2012, 0, 0, 21431.0, 21340.0, 0.505555555556
155, 10/18/2012, 1, 0, 21593.0, 21476.0, 0.65
156, 10/19/2012, 1, 1, 21557.0, 21497.0, 0.333333333333
157, 10/22/2012, 1, 0, 21682.0, 21418.0, 1.46666666667
158, 10/24/2012, 0, 0, 21794.0, 21558.0, 1.31111111111
159, 10/25/2012, 1, 1, 21854.0, 21756.0, 0.544444444444
160, 10/26/2012, 0, 0, 21846.0, 21561.0, 1.58333333333
161, 10/29/2012, 0, 0, 21585.0, 21437.0, 0.822222222222
162, 10/30/2012, 0, 0, 21628.0, 21422.0, 1.14444444444
163, 10/31/2012, 1, 1, 21599.0, 21510.0, 0.494444444444
164, 11/01/2012, 1, 0, 21838.0, 21501.0, 1.87222222222
165, 11/02/2012, 0, 0, 22166.0, 22027.0, 0.772222222222
166, 11/05/2012, 0, 0, 22170.0, 22030.0, 0.777777777778
167, 11/06/2012, 0, 0, 22042.0, 21877.0, 0.916666666667
168, 11/07/2012, 1, 0, 22082.0, 21843.0, 1.32777777778
169, 11/08/2012, 0, 0, 21871.0, 21632.0, 1.32777777778
170, 11/09/2012, 0, 0, 21499.0, 21388.0, 0.616666666667
171, 11/12/2012, 0, 0, 21460.0, 21335.0, 0.694444444444
172, 11/13/2012, 0, 0, 21385.0, 21196.0, 1.05
173, 11/14/2012, 1, 1, 21376.0, 21224.0, 0.844444444444
174, 11/15/2012, 0, 0, 21299.0, 21121.0, 0.988888888889
175, 11/16/2012, 0, 0, 21220.0, 21094.0, 0.7
176, 11/19/2012, 0, 0, 21316.0, 21163.0, 0.85
177, 11/20/2012, 0, 0, 21490.0, 21316.0, 0.966666666667
178, 11/21/2012, 1, 1, 21465.0, 21229.0, 1.31111111111
179, 11/22/2012, 0, 0, 21767.0, 21556.0, 1.17222222222
180, 11/23/2012, 0, 0, 21937.0, 21760.0, 0.983333333333
181, 11/26/2012, 0, 0, 22058.0, 21847.0, 1.17222222222
182, 11/27/2012, 0, 0, 22037.0, 21862.0, 0.972222222222
183, 11/28/2012, 1, 0, 21758.0, 21617.0, 0.783333333333
184, 11/29/2012, 0, 0, 21940.0, 21805.0, 0.75
185, 11/30/2012, 0, 0, 22140.0, 21953.0, 1.03888888889
186, 12/03/2012, 0, 0, 22210.0, 21885.0, 1.80555555556
187, 12/04/2012, 0, 0, 21852.0, 21693.0, 0.883333333333
188, 12/05/2012, 1, 0, 22246.0, 21809.0, 2.42777777778
189, 12/06/2012, 0, 0, 22380.0, 22270.0, 0.611111111111
190, 12/07/2012, 0, 0, 22416.0, 22273.0, 0.794444444444
191, 12/10/2012, 0, 0, 22420.0, 22239.0, 1.00555555556
192, 12/11/2012, 0, 0, 22427.0, 22247.0, 1.0
193, 12/12/2012, 1, 0, 22518.0, 22392.0, 0.7
194, 12/13/2012, 0, 0, 22587.0, 22469.0, 0.655555555556
195, 12/14/2012, 0, 0, 22678.0, 22409.0, 1.49444444444
196, 12/17/2012, 0, 0, 22616.0, 22445.0, 0.95
197, 12/18/2012, 0, 0, 22625.0, 22490.0, 0.75
198, 12/19/2012, 0, 0, 22708.0, 22564.0, 0.8
199, 12/20/2012, 1, 0, 22613.0, 22505.0, 0.6
200, 12/21/2012, 0, 0, 22619.0, 22432.0, 1.03888888889
201, 12/27/2012, 0, 0, 22800.0, 22646.0, 0.855555555556
202, 12/28/2012, 0, 0, 22726.0, 22652.0, 0.411111111111
203, 01/02/2013, 0, 0, 23237.0, 22917.0, 1.77777777778
204, 01/03/2013, 1, 1, 23393.0, 23264.0, 0.716666666667
205, 01/04/2013, 1, 0, 23375.0, 23216.0, 0.883333333333
206, 01/07/2013, 0, 0, 23385.0, 23264.0, 0.672222222222
207, 01/08/2013, 0, 0, 23328.0, 23132.0, 1.08888888889
208, 01/09/2013, 1, 0, 23265.0, 23176.0, 0.494444444444
209, 01/10/2013, 0, 0, 23515.0, 23168.0, 1.92777777778
210, 01/11/2013, 0, 0, 23497.0, 23247.0, 1.38888888889
211, 01/14/2013, 0, 0, 23468.0, 23319.0, 0.827777777778
212, 01/15/2013, 0, 0, 23563.0, 23318.0, 1.36111111111
213, 01/16/2013, 1, 1, 23410.0, 23206.0, 1.13333333333
214, 01/17/2013, 0, 0, 23525.0, 23220.0, 1.69444444444
215, 01/18/2013, 0, 0, 23611.0, 23469.0, 0.788888888889
216, 01/21/2013, 0, 0, 23644.0, 23514.0, 0.722222222222
217, 01/22/2013, 0, 0, 23697.0, 23518.0, 0.994444444444
218, 01/23/2013, 0, 0, 23720.0, 23542.0, 0.988888888889
219, 01/24/2013, 0, 0, 23700.0, 23531.0, 0.938888888889
220, 01/25/2013, 0, 0, 23695.0, 23524.0, 0.95
221, 01/28/2013, 0, 0, 23762.0, 23642.0, 0.666666666667
222, 01/29/2013, 0, 0, 23716.0, 23626.0, 0.5
223, 01/30/2013, 0, 0, 23943.0, 23748.0, 1.08333333333
224, 01/31/2013, 1, 0, 23816.0, 23713.0, 0.572222222222
225, 02/01/2013, 1, 0, 23783.0, 23590.0, 1.07222222222
226, 02/04/2013, 0, 0, 23985.0, 23825.0, 0.888888888889
227, 02/05/2013, 0, 0, 23448.0, 23222.0, 1.25555555556
228, 02/06/2013, 0, 0, 23383.0, 23212.0, 0.95
229, 02/07/2013, 0, 0, 23304.0, 23166.0, 0.766666666667
230, 02/08/2013, 0, 0, 23300.0, 23137.0, 0.905555555556
231, 02/14/2013, 1, 0, 23483.0, 23320.0, 0.905555555556
232, 02/15/2013, 0, 0, 23433.0, 23313.0, 0.666666666667
233, 02/18/2013, 0, 0, 23480.0, 23313.0, 0.927777777778
234, 02/19/2013, 0, 0, 23448.0, 23160.0, 1.6
235, 02/20/2013, 0, 0, 23305.0, 23140.0, 0.916666666667
236, 02/21/2013, 0, 0, 23061.0, 22809.0, 1.4
237, 02/22/2013, 0, 0, 22840.0, 22673.0, 0.927777777778
238, 02/25/2013, 1, 0, 22840.0, 22764.0, 0.422222222222
239, 02/26/2013, 0, 0, 22757.0, 22576.0, 1.00555555556
240, 02/27/2013, 0, 0, 22655.0, 22534.0, 0.672222222222
241, 02/28/2013, 1, 1, 22860.0, 22657.0, 1.12777777778
242, 03/01/2013, 0, 0, 22923.0, 22820.0, 0.572222222222
243, 03/04/2013, 0, 0, 22883.0, 22386.0, 2.76111111111
244, 03/05/2013, 0, 0, 22594.0, 22452.0, 0.788888888889
245, 03/06/2013, 0, 0, 22733.0, 22587.0, 0.811111111111
246, 03/07/2013, 0, 0, 22763.0, 22558.0, 1.13888888889
247, 03/08/2013, 0, 0, 23193.0, 22757.0, 2.42222222222
248, 03/11/2013, 0, 0, 23218.0, 23069.0, 0.827777777778
249, 03/12/2013, 0, 0, 23241.0, 22871.0, 2.05555555556
250, 03/13/2013, 0, 0, 22879.0, 22554.0, 1.80555555556
251, 03/14/2013, 1, 1, 22457.0, 22253.0, 1.13333333333
252, 03/15/2013, 0, 0, 22720.0, 22492.0, 1.26666666667
253, 03/18/2013, 0, 0, 22146.0, 21936.0, 1.16666666667
254, 03/19/2013, 0, 0, 22168.0, 21971.0, 1.09444444444
255, 03/20/2013, 0, 0, 22278.0, 21945.0, 1.85
256, 03/21/2013, 0, 0, 22392.0, 22189.0, 1.12777777778
257, 03/22/2013, 1, 0, 22260.0, 22054.0, 1.14444444444
258, 03/25/2013, 0, 0, 22396.0, 22224.0, 0.955555555556
259, 03/26/2013, 0, 0, 22288.0, 22091.0, 1.09444444444
260, 03/27/2013, 0, 0, 22508.0, 22346.0, 0.9
261, 04/02/2013, 0, 0, 22472.0, 22128.0, 1.91111111111
262, 04/03/2013, 0, 0, 22514.0, 22294.0, 1.22222222222
263, 04/05/2013, 0, 0, 22245.0, 21717.0, 2.93333333333
264, 04/08/2013, 0, 0, 21762.0, 21605.0, 0.872222222222
265, 04/09/2013, 0, 0, 21957.0, 21724.0, 1.29444444444
266, 04/10/2013, 1, 0, 21975.0, 21839.0, 0.755555555556
267, 04/11/2013, 0, 0, 22250.0, 22095.0, 0.861111111111
268, 04/12/2013, 0, 0, 22216.0, 22063.0, 0.85
269, 04/15/2013, 0, 0, 22061.0, 21712.0, 1.93888888889
270, 04/16/2013, 0, 0, 21825.0, 21477.0, 1.93333333333
271, 04/17/2013, 0, 0, 21779.0, 21619.0, 0.888888888889
272, 04/18/2013, 1, 0, 21613.0, 21334.0, 1.55
273, 04/19/2013, 1, 1, 21854.0, 21487.0, 2.03888888889
274, 04/22/2013, 0, 0, 22127.0, 21963.0, 0.911111111111
275, 04/23/2013, 0, 0, 22105.0, 21735.0, 2.05555555556
276, 04/24/2013, 0, 0, 22198.0, 21958.0, 1.33333333333
277, 04/25/2013, 0, 0, 22508.0, 22181.0, 1.81666666667
278, 04/26/2013, 0, 0, 22713.0, 22521.0, 1.06666666667
279, 04/29/2013, 0, 0, 22650.0, 22513.0, 0.761111111111
280, 04/30/2013, 0, 0, 22775.0, 22622.0, 0.85
281, 05/03/2013, 0, 0, 22793.0, 22564.0, 1.27222222222
282, 05/06/2013, 0, 0, 22909.0, 22754.0, 0.861111111111
283, 05/07/2013, 1, 1, 22895.0, 22756.0, 0.772222222222
284, 05/08/2013, 0, 0, 23135.0, 23041.0, 0.522222222222
285, 05/09/2013, 1, 0, 23220.0, 23038.0, 1.01111111111
286, 05/10/2013, 1, 1, 23183.0, 23048.0, 0.75
287, 05/13/2013, 0, 0, 23175.0, 22939.0, 1.31111111111
288, 05/14/2013, 0, 0, 23085.0, 22803.0, 1.56666666667
289, 05/15/2013, 0, 0, 23075.0, 22912.0, 0.905555555556
290, 05/16/2013, 0, 0, 23078.0, 22841.0, 1.31666666667
291, 05/20/2013, 0, 0, 23436.0, 23248.0, 1.04444444444
292, 05/21/2013, 0, 0, 23365.0, 23267.0, 0.544444444444
293, 05/23/2013, 0, 0, 23093.0, 22542.0, 3.06111111111
294, 05/24/2013, 0, 0, 22746.0, 22440.0, 1.7
295, 05/27/2013, 0, 0, 22668.0, 22496.0, 0.955555555556
296, 05/28/2013, 1, 1, 22777.0, 22612.0, 0.916666666667
297, 05/29/2013, 0, 0, 22854.0, 22564.0, 1.61111111111
298, 05/30/2013, 0, 0, 22631.0, 22391.0, 1.33333333333
299, 05/31/2013, 0, 0, 22318.0, 22115.0, 1.12777777778
300, 06/03/2013, 0, 0, 22338.0, 22028.0, 1.72222222222
301, 06/04/2013, 0, 0, 22114.0, 21929.0, 1.02777777778
302, 06/05/2013, 0, 0, 21939.0, 21681.0, 1.43333333333
303, 06/06/2013, 0, 0, 21742.0, 21552.0, 1.05555555556
304, 06/07/2013, 0, 0, 21628.0, 21319.0, 1.71666666667
305, 06/10/2013, 0, 0, 21532.0, 21327.0, 1.13888888889
306, 06/11/2013, 0, 0, 21444.0, 21157.0, 1.59444444444
307, 06/13/2013, 1, 1, 20930.0, 20562.0, 2.04444444444
308, 06/14/2013, 0, 0, 21058.0, 20868.0, 1.05555555556
309, 06/17/2013, 0, 0, 21275.0, 20993.0, 1.56666666667
310, 06/18/2013, 1, 0, 21162.0, 20971.0, 1.06111111111
311, 06/19/2013, 0, 0, 21200.0, 20855.0, 1.91666666667
312, 06/20/2013, 0, 0, 20767.0, 20323.0, 2.46666666667
313, 06/21/2013, 0, 0, 20338.0, 19898.0, 2.44444444444
314, 06/24/2013, 0, 0, 20074.0, 19730.0, 1.91111111111
315, 06/25/2013, 0, 0, 19980.0, 19416.0, 3.13333333333
316, 06/26/2013, 0, 0, 20261.0, 19895.0, 2.03333333333
317, 06/27/2013, 0, 0, 20688.0, 20376.0, 1.73333333333
318, 06/28/2013, 0, 0, 20806.0, 20480.0, 1.81111111111
319, 07/02/2013, 0, 0, 21022.0, 20635.0, 2.15
320, 07/03/2013, 0, 0, 20568.0, 20176.0, 2.17777777778
321, 07/04/2013, 0, 0, 20534.0, 20290.0, 1.35555555556
322, 07/05/2013, 0, 0, 20866.0, 20632.0, 1.3
323, 07/08/2013, 0, 0, 20640.0, 20226.0, 2.3
324, 07/09/2013, 1, 1, 20758.0, 20547.0, 1.17222222222
325, 07/10/2013, 0, 0, 21057.0, 20609.0, 2.48888888889
326, 07/11/2013, 0, 0, 21513.0, 21173.0, 1.88888888889
327, 07/12/2013, 0, 0, 21528.0, 21242.0, 1.58888888889
328, 07/15/2013, 0, 0, 21399.0, 21185.0, 1.18888888889
329, 07/16/2013, 0, 0, 21373.0, 21176.0, 1.09444444444
330, 07/17/2013, 0, 0, 21464.0, 21252.0, 1.17777777778
331, 07/18/2013, 1, 0, 21460.0, 21263.0, 1.09444444444
332, 07/19/2013, 0, 0, 21420.0, 21171.0, 1.38333333333
333, 07/22/2013, 1, 0, 21534.0, 21272.0, 1.45555555556
334, 07/23/2013, 0, 0, 21957.0, 21515.0, 2.45555555556
335, 07/24/2013, 1, 0, 21946.0, 21826.0, 0.666666666667
336, 07/25/2013, 0, 0, 21965.0, 21842.0, 0.683333333333
337, 07/26/2013, 0, 0, 22038.0, 21847.0, 1.06111111111
338, 07/29/2013, 0, 0, 21947.0, 21771.0, 0.977777777778
339, 07/30/2013, 0, 0, 22000.0, 21833.0, 0.927777777778
340, 07/31/2013, 0, 0, 22047.0, 21816.0, 1.28333333333
341, 08/01/2013, 0, 0, 22140.0, 21950.0, 1.05555555556
342, 08/02/2013, 0, 0, 22300.0, 22150.0, 0.833333333333
343, 08/05/2013, 0, 0, 22281.0, 22171.0, 0.611111111111
344, 08/06/2013, 0, 0, 22050.0, 21770.0, 1.55555555556
345, 08/07/2013, 0, 0, 21836.0, 21565.0, 1.50555555556
346, 08/08/2013, 0, 0, 21759.0, 21595.0, 0.911111111111
347, 08/09/2013, 0, 0, 21784.0, 21637.0, 0.816666666667
348, 08/12/2013, 0, 0, 22268.0, 21682.0, 3.25555555556
349, 08/13/2013, 1, 0, 22545.0, 22294.0, 1.39444444444
350, 08/15/2013, 1, 0, 22679.0, 22467.0, 1.17777777778
351, 08/16/2013, 0, 0, 22644.0, 22294.0, 1.94444444444
352, 08/19/2013, 0, 0, 22532.0, 22375.0, 0.872222222222
353, 08/20/2013, 0, 0, 22460.0, 21995.0, 2.58333333333
354, 08/21/2013, 0, 0, 21990.0, 21590.0, 2.22222222222
355, 08/22/2013, 1, 1, 21787.0, 21509.0, 1.54444444444
356, 08/23/2013, 0, 0, 22058.0, 21742.0, 1.75555555556
357, 08/26/2013, 0, 0, 22118.0, 21886.0, 1.28888888889
358, 08/27/2013, 0, 0, 22000.0, 21747.0, 1.40555555556
359, 08/28/2013, 0, 0, 21670.0, 21448.0, 1.23333333333
360, 08/29/2013, 0, 0, 21696.0, 21576.0, 0.666666666667
361, 08/30/2013, 0, 0, 21646.0, 21449.0, 1.09444444444
362, 09/02/2013, 1, 0, 22192.0, 21835.0, 1.98333333333
363, 09/03/2013, 0, 0, 22408.0, 22225.0, 1.01666666667
364, 09/04/2013, 0, 0, 22387.0, 22087.0, 1.66666666667
365, 09/05/2013, 0, 0, 22710.0, 22512.0, 1.1
366, 09/06/2013, 0, 0, 22718.0, 22583.0, 0.75
367, 09/09/2013, 1, 0, 22912.0, 22710.0, 1.12222222222
368, 09/10/2013, 0, 0, 23000.0, 22861.0, 0.772222222222
369, 09/11/2013, 1, 0, 23138.0, 22884.0, 1.41111111111
370, 09/12/2013, 0, 0, 23080.0, 22942.0, 0.766666666667
371, 09/13/2013, 1, 0, 22992.0, 22836.0, 0.866666666667
372, 09/16/2013, 1, 1, 23336.0, 23212.0, 0.688888888889
373, 09/17/2013, 0, 0, 23287.0, 23184.0, 0.572222222222
374, 09/18/2013, 0, 0, 23299.0, 23131.0, 0.933333333333
375, 09/19/2013, 0, 0, 23620.0, 23504.0, 0.644444444444
376, 09/24/2013, 0, 0, 23355.0, 23114.0, 1.33888888889
377, 09/25/2013, 0, 0, 23286.0, 23166.0, 0.666666666667
378, 09/26/2013, 0, 0, 23254.0, 23062.0, 1.06666666667
379, 09/27/2013, 0, 0, 23244.0, 23130.0, 0.633333333333
380, 09/30/2013, 0, 0, 23013.0, 22878.0, 0.75
381, 10/02/2013, 0, 0, 23148.0, 22924.0, 1.24444444444
382, 10/03/2013, 0, 0, 23254.0, 23093.0, 0.894444444444
383, 10/04/2013, 0, 0, 23160.0, 22993.0, 0.927777777778
384, 10/07/2013, 0, 0, 23166.0, 22883.0, 1.57222222222
385, 10/08/2013, 0, 0, 23224.0, 22899.0, 1.80555555556
386, 10/09/2013, 0, 0, 23060.0, 22964.0, 0.533333333333
387, 10/10/2013, 1, 0, 23105.0, 22742.0, 2.01666666667
388, 10/11/2013, 0, 0, 23386.0, 23214.0, 0.955555555556
389, 10/15/2013, 0, 0, 23490.0, 23276.0, 1.18888888889
390, 10/16/2013, 0, 0, 23392.0, 23108.0, 1.57777777778
